time(s),rem_pkt,rem_bytes,q_pkt,q_bytes,q_ms, lost, est-bw(kbps),txed(kbps),rxed(kbps),topo(kbps), corr,vbw,obw, wnd_qdelay,wnd_mrange,qdelay,vqdelay,xqdelay,ma(XQ),target,qdFract,brFract,xqFract,incr(ms),status,evt,target(kbps)
0.310403,2,791,0,0,0,0,502,262,502,500,0.0,558,558,0,0,0,0,0.0,0.0,50,0,1.91636,0.0,0,0,0,150
0.410147,2,623,0,0,0,0,502,63,63,500,0.0,558,558,0,0,0,0,0.0,0.0,50,0,1.73814,0.0,0,0,0,151
0.510147,3,1970,0,0,0,0,502,49,49,500,0.0,558,558,0,0,0,0,0.0,0.0,50,0,1.64009,0.0,0,0,0,152
0.610211,4,2692,0,0,0,0,466,157,157,500,0.993399,518,518,0,3,3,0,-9.0,0.0,50,0.06,1.45075,0.0,0,0,0,153
0.710211,2,1508,0,0,0,0,434,160,160,500,0.0,482,482,0,3,0,0,0.0,0.0,50,0,1,0.0,0,0,0,153
0.810147,3,2313,0,0,0,0,434,120,120,500,1.0,482,482,0,7,7,0,-6.0,0.0,50,0.14,1,0.0,0,0,0,154
0.910211,3,2281,0,0,0,0,407,185,185,500,1.0,452,452,0,8,8,0,-4.0,0.0,50,0.16,1,0.0,0,0,0,155
1.01015,3,2482,0,0,0,0,407,123,123,500,1.0,452,452,0,8,8,0,-4.0,0.0,50,0.16,1,0.0,0,0,0,156
1.11021,3,2753,0,0,0,0,384,198,198,500,0.998625,427,427,0,8,8,0,-10.0,0.0,50,0.16,1,0.0,0,0,0,156
1.21015,6,3744,0,0,0,0,358,220,140,500,1.0,398,398,0,9,9,0,-6.0,0.0,50,0.18,0.890049,0.0,0,0,0,157
1.31027,2,1509,0,0,0,0,349,219,299,500,0.0,388,388,0,9,0,0,0.0,0.0,50,0,1,0.0,0,0,0,158
1.41015,4,2834,0,0,0,0,349,120,120,500,1.0,388,388,0,9,8,0,-8.0,0.0,50,0.16,1,0.0,0,0,0,159
1.51021,3,2204,0,0,0,0,335,226,226,500,0.988204,372,372,0,9,1,0,-18.0,0.0,50,0.02,1,0.0,0,0,0,160
1.61015,4,3188,0,0,0,0,335,106,106,500,1.0,372,372,0,9,2,0,-18.0,0.0,50,0.04,1,0.0,0,0,0,160
1.71021,3,2294,0,0,0,0,319,198,198,500,0.989743,355,355,0,9,7,0,-6.0,0.0,50,0.14,1,0.0,0,0,0,161
1.81021,2,1513,0,0,0,0,304,183,183,500,0.0,337,337,0,9,8,0,-11.0,0.0,50,0.16,1,0.0,0,0,0,162
1.91015,3,2226,0,0,0,0,304,121,121,500,1.0,337,337,0,9,8,0,-9.0,0.0,50,0.16,1,0.0,0,0,0,163
2.01021,3,2746,0,0,0,0,289,178,178,500,0.866025,321,321,0,9,7,0,-9.0,0.0,50,0.14,1,0.0,0,0,0,164
2.11021,3,1793,0,0,0,0,280,219,219,500,1.0,311,311,0,10,10,5,-15.0,0.0,50,0.2,1,0.0,500,0,0,164
2.21021,3,2189,0,0,0,0,280,143,143,500,0.0,311,311,0,10,0,0,0.0,0.0,50,0,1,0.0,0,0,0,165
2.31021,2,657,0,0,0,0,268,175,175,500,0.995871,298,298,0,10,8,0,-8.0,0.0,50,0.16,1,0.0,0,0,0,166
2.41015,5,2810,0,0,0,0,268,52,52,500,1.0,298,298,0,10,2,0,-10.0,0.0,50,0.04,1,0.0,0,0,0,167
2.51021,3,1504,0,0,0,0,261,223,223,500,0.0,290,290,0,10,0,0,0.0,0.0,50,0,1,0.0,0,0,0,168
2.61021,3,2563,0,0,0,0,261,120,120,500,0.0,290,290,0,10,0,0,0.0,0.0,50,0,1,0.0,0,0,0,169
2.71021,3,2126,0,0,0,0,253,205,205,500,1.0,281,281,0,12,12,4,-12.0,0.0,50,0.24,1,0.0,0,0,0,169
2.81021,3,2291,0,0,0,0,243,170,170,500,0.980869,270,270,0,12,4,0,-14.0,0.0,50,0.08,1,0.0,0,0,0,170
2.91015,3,2313,0,0,0,0,229,137,116,500,1.0,255,255,0,12,11,3,-12.0,0.0,50,0.22,0.965883,0.0,0,0,0,171
3.01021,2,1571,0,0,0,0,223,185,185,500,0.981981,248,248,0,12,11,5,-14.0,0.0,50,0.22,0.973599,0.0,0,0,0,172
3.11015,3,2083,0,0,0,0,223,125,125,500,1.0,248,248,0,12,10,8,-18.0,0.0,50,0.2,0.973771,0.0,0,0,0,173
3.21021,3,1994,0,0,0,0,223,166,166,500,0.999883,248,248,0,12,7,0,-8.0,0.0,50,0.14,0.972488,0.0,507,0,0,174
3.31021,3,1962,0,0,0,0,223,159,159,500,0.981981,248,248,0,12,2,0,-15.0,0.0,50,0.04,1,0.0,0,0,0,175
3.41021,3,2598,0,0,0,0,223,156,156,500,0.987829,248,248,0,12,9,0,-10.0,0.0,50,0.18,1,0.0,0,0,0,175
3.51015,4,2761,0,0,0,0,213,190,141,500,1.0,337,237,0,12,12,3,-11.0,0.0,50,0.24,0.938375,0.0,0,0,0,176
3.61021,3,2657,0,0,0,0,205,154,146,500,0.0,228,228,0,12,0,0,0.0,0.0,50,0,0.913595,0.0,0,0,0,177
3.71021,2,1789,0,0,0,0,204,138,212,500,0.987829,226,226,0,13,13,7,-14.0,0.0,50,0.26,1.02119,0.0,0,0,0,178
3.81015,4,3069,0,0,0,0,204,143,143,500,1.0,226,226,0,14,14,12,-18.0,0.0,50,0.28,1.02163,0.0,0,0,0,179
3.91021,3,2836,0,0,0,0,199,245,175,500,0.999987,221,221,0,14,4,2,-18.0,0.0,50,0.08,0.994484,0.0,0,0,0,180
4.01021,4,2362,0,0,0,0,200,226,226,500,0.5,222,222,0,15,15,15,-20.0,0.0,50,0.3,0.995862,0.0,0,0,0,181
4.11021,3,2501,0,0,0,0,197,188,188,500,0.955157,318,218,0,15,2,2,-20.0,0.0,50,0.04,1.00441,0.0,0,0,0,182
4.21015,4,2977,0,0,0,0,197,128,128,500,1.0,318,218,0,15,11,3,-12.0,0.0,50,0.22,0.925009,0.0,0,0,0,183
4.31021,6,3060,0,0,0,0,198,238,238,500,0.996264,420,220,0,15,2,0,-17.0,0.0,50,0.04,0.931938,0.0,0,0,0,184
4.41027,4,3666,0,0,0,0,194,244,172,500,0.921251,316,216,0,15,1,0,-12.0,0.0,50,0.02,0.909599,0.0,0,0,0,184
4.51021,4,2831,0,0,0,0,195,229,229,500,0.866025,317,217,0,15,15,4,-9.0,0.0,50,0.3,0.929758,0.0,0,0,0,185
4.61021,3,2655,0,0,0,0,189,163,151,500,0.986912,210,210,0,15,2,0,-15.0,0.0,50,0.04,0.904183,0.0,0,0,0,186
4.71015,4,2812,0,0,0,0,189,147,147,500,1.0,310,210,0,15,15,3,-8.0,0.0,50,0.3,0.893155,0.0,0,0,0,187
4.81021,3,2818,0,0,0,0,191,160,224,500,0.998273,312,212,0,15,2,0,-7.0,0.0,50,0.04,0.979614,0.0,0,0,0,188
4.91015,5,3868,0,0,0,0,185,156,145,500,1.0,205,205,0,15,15,14,-19.0,0.0,50,0.3,1.06746,0.0,0,0,0,188
5.01027,4,2703,0,0,0,0,194,229,309,500,0.874984,315,215,0,15,2,0,-2.0,0.0,50,0.04,1.14276,0.0,0,0,0,189
5.11021,4,2543,0,0,0,0,188,216,150,500,0.98554,209,209,0,15,1,0,-16.0,0.0,50,0.02,1.08984,0.0,0,0,0,189
5.21021,4,2570,0,0,0,0,187,203,203,500,0.0,208,208,0,15,0,0,0.0,0.0,50,0,1.07091,0.0,0,0,0,189
5.31021,4,2882,0,0,0,0,187,150,150,500,0.999941,308,208,0,15,1,1,-20.0,0.0,50,0.02,1.01831,0.0,0,0,0,189
5.41021,5,3003,0,0,0,0,189,230,230,500,0.997567,311,211,0,15,5,3,-18.0,0.0,50,0.1,1.01421,0.0,0,0,0,190
5.51021,3,2548,0,0,0,0,189,166,166,500,0.99333,211,211,0,15,1,0,-18.0,0.0,50,0.02,0.932412,0.0,0,0,0,190
5.61021,3,2602,0,0,0,0,189,203,203,500,0.27735,310,210,0,15,14,4,-10.0,0.0,50,0.28,1,0.0,0,0,0,190
5.71015,5,3575,0,0,0,0,189,129,129,500,1.0,210,210,0,15,13,9,-16.0,0.0,50,0.26,1,0.0,0,0,0,190
5.81027,4,2702,0,0,0,0,196,286,286,500,0.994378,317,217,0,15,2,0,-17.0,0.0,50,0.04,1,0.0,0,0,0,191
5.91021,4,2036,0,0,0,0,195,216,216,500,0.995684,217,217,0,15,1,0,-13.0,0.0,50,0.02,1,0.0,0,0,0,192
6.01021,4,2531,0,0,0,0,195,162,162,500,0.999406,217,217,0,15,1,0,-15.0,0.0,50,0.02,1,0.0,0,0,0,193
6.11015,6,4000,0,0,0,0,187,120,119,500,1.0,307,207,0,15,11,2,-11.0,0.0,50,0.22,0.998951,0.0,0,0,0,193
6.21027,3,2653,0,0,0,0,190,247,247,500,0.996085,411,211,0,15,2,0,-17.0,0.0,50,0.04,0.999071,0.0,0,0,0,193
6.31021,5,2948,0,0,0,0,190,212,212,500,0.995871,311,211,0,15,13,4,-11.0,0.0,50,0.26,0.998999,0.0,0,0,0,193
6.41021,3,2647,0,0,0,0,190,173,173,500,0.997785,311,211,0,15,1,0,-7.0,0.0,50,0.02,0.998953,0.0,0,0,0,193
6.51021,3,2763,0,0,0,0,190,211,211,500,0.960769,311,211,0,15,12,4,-12.0,0.0,50,0.24,0.999006,0.0,0,0,0,193
